sector,subsector,iso3_country,co2e_100yr,continent_ct
transportation,road-transportation,AUS,345351,Oceania
forestry-and-land-use,shrubgrass-fires,AUS,373336,Oceania
waste,solid-waste-disposal,AUS,126757,Oceania
agriculture,synthetic-fertilizer-application,AUS,37711,Oceania
waste,wastewater-treatment-and-discharge,AUS,938,Oceania
forestry-and-land-use,water-reservoirs,AUS,10841,Oceania
forestry-and-land-use,wetland-fires,AUS,6958,Oceania
agriculture,cropland-fires,AUT,8641,Europe
transportation,domestic-aviation,AUT,1847,Europe
power,electricity-generation,AUT,464142,Europe
agriculture,enteric-fermentation-cattle-pasture,AUT,31256,Europe
forestry-and-land-use,forest-land-clearing,AUT,212152,Europe
forestry-and-land-use,forest-land-degradation,AUT,0,Europe
forestry-and-land-use,forest-land-fires,AUT,46,Europe
transportation,international-aviation,AUT,202031,Europe
agriculture,manure-left-on-pasture-cattle,AUT,11013,Europe
forestry-and-land-use,net-forest-land,AUT,419772,Europe
forestry-and-land-use,net-shrubgrass,AUT,6201,Europe
forestry-and-land-use,net-wetland,AUT,-365,Europe
fossil-fuel-operations,oil-and-gas-refining,AUT,2199537,Europe
manufacturing,other-manufacturing,AUT,310000,Europe
manufacturing,petrochemicals,AUT,639403,Europe
forestry-and-land-use,removals,AUT,-205933,Europe
transportation,road-transportation,AUT,131901,Europe
forestry-and-land-use,shrubgrass-fires,AUT,0,Europe
waste,solid-waste-disposal,AUT,13032,Europe
agriculture,synthetic-fertilizer-application,AUT,12369,Europe
waste,wastewater-treatment-and-discharge,AUT,1381,Europe
forestry-and-land-use,water-reservoirs,AUT,282,Europe
forestry-and-land-use,wetland-fires,AUT,0,Europe
mineral-extraction,copper-mining,AZE,54079,Asia
agriculture,cropland-fires,AZE,17827,Asia
transportation,domestic-aviation,AZE,112,Asia
power,electricity-generation,AZE,1097500,Asia
agriculture,enteric-fermentation-cattle-pasture,AZE,55276,Asia
forestry-and-land-use,forest-land-clearing,AZE,853,Asia
forestry-and-land-use,forest-land-degradation,AZE,0,Asia
forestry-and-land-use,forest-land-fires,AZE,6199,Asia
transportation,international-aviation,AZE,119158,Asia
agriculture,manure-left-on-pasture-cattle,AZE,18629,Asia
forestry-and-land-use,net-forest-land,AZE,350090,Asia
forestry-and-land-use,net-shrubgrass,AZE,-51448,Asia
forestry-and-land-use,net-wetland,AZE,-2435,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,AZE,7797247,Asia
fossil-fuel-operations,oil-and-gas-refining,AZE,2879323,Asia
forestry-and-land-use,removals,AZE,-10706,Asia
agriculture,rice-cultivation,AZE,322,Asia
transportation,road-transportation,AZE,127993,Asia
forestry-and-land-use,shrubgrass-fires,AZE,3349,Asia
agriculture,synthetic-fertilizer-application,AZE,14683,Asia
waste,wastewater-treatment-and-discharge,AZE,15606,Asia
forestry-and-land-use,water-reservoirs,AZE,62228,Asia
forestry-and-land-use,wetland-fires,AZE,5,Asia
agriculture,cropland-fires,BDI,9525,Africa
agriculture,enteric-fermentation-cattle-pasture,BDI,8128,Africa
forestry-and-land-use,forest-land-clearing,BDI,8564,Africa
forestry-and-land-use,forest-land-degradation,BDI,179,Africa
forestry-and-land-use,forest-land-fires,BDI,26420,Africa
transportation,international-aviation,BDI,19768,Africa
agriculture,manure-left-on-pasture-cattle,BDI,4196,Africa
forestry-and-land-use,net-forest-land,BDI,2588,Africa
forestry-and-land-use,net-shrubgrass,BDI,-3089,Africa
forestry-and-land-use,net-wetland,BDI,-1186,Africa
forestry-and-land-use,removals,BDI,-40859,Africa
transportation,road-transportation,BDI,18611,Africa
forestry-and-land-use,shrubgrass-fires,BDI,6014,Africa
agriculture,synthetic-fertilizer-application,BDI,44,Africa
waste,wastewater-treatment-and-discharge,BDI,2625,Africa
forestry-and-land-use,wetland-fires,BDI,661,Africa
agriculture,cropland-fires,BEL,30037,Europe
transportation,domestic-aviation,BEL,2,Europe
power,electricity-generation,BEL,276187,Europe
agriculture,enteric-fermentation-cattle-pasture,BEL,325392,Europe
forestry-and-land-use,forest-land-clearing,BEL,616206,Europe
forestry-and-land-use,forest-land-degradation,BEL,0,Europe
forestry-and-land-use,forest-land-fires,BEL,84,Europe
transportation,international-aviation,BEL,481358,Europe
agriculture,manure-left-on-pasture-cattle,BEL,114651,Europe
forestry-and-land-use,net-forest-land,BEL,-755703,Europe
forestry-and-land-use,net-shrubgrass,BEL,-161035,Europe
forestry-and-land-use,net-wetland,BEL,-5562,Europe
fossil-fuel-operations,oil-and-gas-refining,BEL,1670204,Europe
manufacturing,other-manufacturing,BEL,210613,Europe
manufacturing,petrochemicals,BEL,1460435,Europe
forestry-and-land-use,removals,BEL,-645721,Europe
transportation,road-transportation,BEL,314574,Europe
forestry-and-land-use,shrubgrass-fires,BEL,326,Europe
waste,solid-waste-disposal,BEL,6094,Europe
agriculture,synthetic-fertilizer-application,BEL,1453,Europe
waste,wastewater-treatment-and-discharge,BEL,1496,Europe
forestry-and-land-use,water-reservoirs,BEL,363,Europe
forestry-and-land-use,wetland-fires,BEL,9,Europe
agriculture,cropland-fires,BEN,54923,Africa
transportation,domestic-aviation,BEN,7,Africa
power,electricity-generation,BEN,25333,Africa
agriculture,enteric-fermentation-cattle-pasture,BEN,48251,Africa
forestry-and-land-use,forest-land-clearing,BEN,59288,Africa
forestry-and-land-use,forest-land-degradation,BEN,295,Africa
forestry-and-land-use,forest-land-fires,BEN,133924,Africa
transportation,international-aviation,BEN,86923,Africa
agriculture,manure-left-on-pasture-cattle,BEN,24914,Africa
forestry-and-land-use,net-forest-land,BEN,44794,Africa
forestry-and-land-use,net-shrubgrass,BEN,-6841,Africa
forestry-and-land-use,net-wetland,BEN,-2155,Africa
forestry-and-land-use,removals,BEN,-325888,Africa
transportation,road-transportation,BEN,88866,Africa
forestry-and-land-use,shrubgrass-fires,BEN,113978,Africa
waste,solid-waste-disposal,BEN,7188,Africa
agriculture,synthetic-fertilizer-application,BEN,123,Africa
forestry-and-land-use,water-reservoirs,BEN,1045,Africa
forestry-and-land-use,wetland-fires,BEN,179,Africa
agriculture,cropland-fires,BES,0,South America
transportation,domestic-aviation,BES,38,South America
power,electricity-generation,BES,647666,South America
forestry-and-land-use,forest-land-clearing,BES,2,South America
forestry-and-land-use,forest-land-degradation,BES,38,South America
forestry-and-land-use,forest-land-fires,BES,0,South America
transportation,international-aviation,BES,22480,South America
forestry-and-land-use,net-forest-land,BES,20300,South America
forestry-and-land-use,net-shrubgrass,BES,10127,South America
forestry-and-land-use,net-wetland,BES,-200,South America
forestry-and-land-use,removals,BES,262,South America
forestry-and-land-use,shrubgrass-fires,BES,0,South America
forestry-and-land-use,wetland-fires,BES,0,South America
agriculture,cropland-fires,BFA,123529,Africa
transportation,domestic-aviation,BFA,713,Africa
power,electricity-generation,BFA,204666,Africa
agriculture,enteric-fermentation-cattle-pasture,BFA,309136,Africa
forestry-and-land-use,forest-land-clearing,BFA,7620,Africa
forestry-and-land-use,forest-land-degradation,BFA,0,Africa
forestry-and-land-use,forest-land-fires,BFA,52301,Africa
transportation,international-aviation,BFA,35833,Africa
agriculture,manure-left-on-pasture-cattle,BFA,159622,Africa
forestry-and-land-use,net-forest-land,BFA,11149,Africa
forestry-and-land-use,net-shrubgrass,BFA,467167,Africa
forestry-and-land-use,net-wetland,BFA,-7653,Africa
forestry-and-land-use,removals,BFA,-306450,Africa
transportation,road-transportation,BFA,47679,Africa
forestry-and-land-use,shrubgrass-fires,BFA,154231,Africa
waste,solid-waste-disposal,BFA,16166,Africa
agriculture,synthetic-fertilizer-application,BFA,200,Africa
waste,wastewater-treatment-and-discharge,BFA,15786,Africa
forestry-and-land-use,water-reservoirs,BFA,7744,Africa
forestry-and-land-use,wetland-fires,BFA,347,Africa
fossil-fuel-operations,coal-mining,BGD,269734,Asia
agriculture,cropland-fires,BGD,500646,Asia
transportation,domestic-aviation,BGD,11837,Asia
power,electricity-generation,BGD,434561,Asia
agriculture,enteric-fermentation-cattle-pasture,BGD,526172,Asia
forestry-and-land-use,forest-land-clearing,BGD,152637,Asia
forestry-and-land-use,forest-land-degradation,BGD,8183,Asia
forestry-and-land-use,forest-land-fires,BGD,40225,Asia
transportation,international-aviation,BGD,451086,Asia
agriculture,manure-left-on-pasture-cattle,BGD,119842,Asia
forestry-and-land-use,net-forest-land,BGD,-723367,Asia
forestry-and-land-use,net-shrubgrass,BGD,3375,Asia
forestry-and-land-use,net-wetland,BGD,-6217,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,BGD,4800224,Asia
fossil-fuel-operations,oil-and-gas-refining,BGD,253542,Asia
forestry-and-land-use,removals,BGD,-194431,Asia
agriculture,rice-cultivation,BGD,1884772,Asia
transportation,road-transportation,BGD,39192,Asia
forestry-and-land-use,shrubgrass-fires,BGD,6,Asia
waste,solid-waste-disposal,BGD,378194,Asia
agriculture,synthetic-fertilizer-application,BGD,233875,Asia
waste,wastewater-treatment-and-discharge,BGD,23285,Asia
forestry-and-land-use,water-reservoirs,BGD,136769,Asia
forestry-and-land-use,wetland-fires,BGD,3,Asia
fossil-fuel-operations,coal-mining,BGR,191838,Europe
mineral-extraction,copper-mining,BGR,54729,Europe
agriculture,cropland-fires,BGR,22565,Europe
transportation,domestic-aviation,BGR,2931,Europe
power,electricity-generation,BGR,1416071,Europe
agriculture,enteric-fermentation-cattle-pasture,BGR,3267,Europe
forestry-and-land-use,forest-land-clearing,BGR,23435,Europe
forestry-and-land-use,forest-land-degradation,BGR,0,Europe
forestry-and-land-use,forest-land-fires,BGR,847,Europe
transportation,international-aviation,BGR,85757,Europe
agriculture,manure-left-on-pasture-cattle,BGR,1117,Europe
forestry-and-land-use,net-forest-land,BGR,17779,Europe
forestry-and-land-use,net-shrubgrass,BGR,-3034,Europe
forestry-and-land-use,net-wetland,BGR,-909,Europe
fossil-fuel-operations,oil-and-gas-refining,BGR,1005658,Europe
manufacturing,other-manufacturing,BGR,181769,Europe
forestry-and-land-use,removals,BGR,-26768,Europe
transportation,road-transportation,BGR,250854,Europe
forestry-and-land-use,shrubgrass-fires,BGR,94,Europe
waste,solid-waste-disposal,BGR,55995,Europe
agriculture,synthetic-fertilizer-application,BGR,18839,Europe
waste,wastewater-treatment-and-discharge,BGR,3271,Europe
forestry-and-land-use,water-reservoirs,BGR,2316,Europe
forestry-and-land-use,wetland-fires,BGR,1,Europe
agriculture,cropland-fires,BHR,2,Asia
power,electricity-generation,BHR,3518666,Asia
agriculture,enteric-fermentation-cattle-pasture,BHR,3478,Asia
forestry-and-land-use,forest-land-clearing,BHR,0,Asia
forestry-and-land-use,forest-land-degradation,BHR,0,Asia
forestry-and-land-use,forest-land-fires,BHR,0,Asia
transportation,international-aviation,BHR,515436,Asia
agriculture,manure-left-on-pasture-cattle,BHR,1172,Asia
forestry-and-land-use,net-forest-land,BHR,102,Asia
forestry-and-land-use,net-shrubgrass,BHR,-2,Asia
fossil-fuel-operations,oil-and-gas-refining,BHR,3346457,Asia
forestry-and-land-use,removals,BHR,1,Asia
transportation,road-transportation,BHR,2588231,Asia
forestry-and-land-use,shrubgrass-fires,BHR,0,Asia
waste,wastewater-treatment-and-discharge,BHR,37144,Asia
agriculture,cropland-fires,BHS,1134,North America
transportation,domestic-aviation,BHS,1709,North America
power,electricity-generation,BHS,247000,North America
forestry-and-land-use,forest-land-clearing,BHS,8669,North America
forestry-and-land-use,forest-land-degradation,BHS,313,North America
forestry-and-land-use,forest-land-fires,BHS,485,North America
transportation,international-aviation,BHS,14975,North America
forestry-and-land-use,net-forest-land,BHS,209993,North America
forestry-and-land-use,net-shrubgrass,BHS,41997,North America
forestry-and-land-use,net-wetland,BHS,-10368,North America
forestry-and-land-use,removals,BHS,-6836,North America
transportation,road-transportation,BHS,375932,North America
forestry-and-land-use,shrubgrass-fires,BHS,6,North America
waste,wastewater-treatment-and-discharge,BHS,1376,North America
forestry-and-land-use,wetland-fires,BHS,31,North America
mineral-extraction,bauxite-mining,BIH,116556,Europe
fossil-fuel-operations,coal-mining,BIH,99011,Europe
agriculture,cropland-fires,BIH,33463,Europe
power,electricity-generation,BIH,1513333,Europe
agriculture,enteric-fermentation-cattle-pasture,BIH,35433,Europe
forestry-and-land-use,forest-land-clearing,BIH,51978,Europe
forestry-and-land-use,forest-land-degradation,BIH,0,Europe
forestry-and-land-use,forest-land-fires,BIH,17422,Europe
transportation,international-aviation,BIH,32602,Europe
mineral-extraction,iron-mining,BIH,44550,Europe
agriculture,manure-left-on-pasture-cattle,BIH,12484,Europe
forestry-and-land-use,net-forest-land,BIH,1829521,Europe
forestry-and-land-use,net-shrubgrass,BIH,21148,Europe
forestry-and-land-use,net-wetland,BIH,-1002,Europe
fossil-fuel-operations,oil-and-gas-refining,BIH,1285577,Europe
forestry-and-land-use,removals,BIH,-51673,Europe
transportation,road-transportation,BIH,128919,Europe
forestry-and-land-use,shrubgrass-fires,BIH,6654,Europe
waste,solid-waste-disposal,BIH,373126,Europe
agriculture,synthetic-fertilizer-application,BIH,19193,Europe
waste,wastewater-treatment-and-discharge,BIH,4880,Europe
forestry-and-land-use,water-reservoirs,BIH,2142,Europe
forestry-and-land-use,wetland-fires,BIH,13,Europe
forestry-and-land-use,forest-land-clearing,BLM,0,North America
forestry-and-land-use,forest-land-degradation,BLM,0,North America
forestry-and-land-use,forest-land-fires,BLM,0,North America
transportation,international-aviation,BLM,6206,North America
forestry-and-land-use,net-forest-land,BLM,-228,North America
forestry-and-land-use,net-shrubgrass,BLM,-87,North America
forestry-and-land-use,net-wetland,BLM,-42,North America
forestry-and-land-use,removals,BLM,-4,North America
forestry-and-land-use,shrubgrass-fires,BLM,0,North America
waste,wastewater-treatment-and-discharge,BLM,27122,North America
forestry-and-land-use,wetland-fires,BLM,0,North America
agriculture,cropland-fires,BLR,25354,Europe
power,electricity-generation,BLR,660210,Europe
agriculture,enteric-fermentation-cattle-pasture,BLR,50285,Europe
forestry-and-land-use,forest-land-clearing,BLR,545375,Europe
forestry-and-land-use,forest-land-degradation,BLR,0,Europe
forestry-and-land-use,forest-land-fires,BLR,8464,Europe
transportation,international-aviation,BLR,50036,Europe
agriculture,manure-left-on-pasture-cattle,BLR,17203,Europe
forestry-and-land-use,net-forest-land,BLR,1085545,Europe
forestry-and-land-use,net-shrubgrass,BLR,-65704,Europe
forestry-and-land-use,net-wetland,BLR,-172952,Europe
fossil-fuel-operations,oil-and-gas-refining,BLR,659585,Europe
forestry-and-land-use,removals,BLR,-551518,Europe
transportation,road-transportation,BLR,231363,Europe
forestry-and-land-use,shrubgrass-fires,BLR,2651,Europe
waste,solid-waste-disposal,BLR,79065,Europe
agriculture,synthetic-fertilizer-application,BLR,47985,Europe
waste,wastewater-treatment-and-discharge,BLR,1363,Europe
forestry-and-land-use,water-reservoirs,BLR,8235,Europe
forestry-and-land-use,wetland-fires,BLR,1249,Europe
agriculture,cropland-fires,BLZ,81999,North America
transportation,domestic-aviation,BLZ,2317,North America
agriculture,enteric-fermentation-cattle-pasture,BLZ,40861,North America
forestry-and-land-use,forest-land-clearing,BLZ,481433,North America
forestry-and-land-use,forest-land-degradation,BLZ,53487,North America
forestry-and-land-use,forest-land-fires,BLZ,34941,North America
transportation,international-aviation,BLZ,56862,North America
agriculture,manure-left-on-pasture-cattle,BLZ,11761,North America
forestry-and-land-use,net-forest-land,BLZ,916446,North America
forestry-and-land-use,net-shrubgrass,BLZ,15936,North America
